Book_No,Title,Sub_Title,Author,Translator,Class_3,Class_2,Class_1,Publisher,Year_1st_Pub,Year_This_Ed,Place,Edition_No,Pages,Keywords,ISBN,Language,Synopsis,Price,Notes,Title_XRef,Author_XRef,Medium,Size,Status,Check,Subject,
3301,Essential Tibetan Buddhism,,"Thurman, Robert A. F.",,,THU,G0a5,Castle Books,1995,1997,New Jersey,,317,,785808728,English,,,,,,Book,22,09/12/2002,,Tibetan Buddhism,ge
792,Religions of Tibet (The),,"Tucci, Giuseppe",Geoffrey Samuel,,TUC,G0a5,Routledge & Kegan Paul,1980,1980,London,,340,,0 7100 0204,English,History Bon and the Buddhist Schools,8.95,,,,Book,,,,,
4791,The Religions of Tibet and the Dalai Lama (Greek),Original Religion Bon and Tibetan Buddhism,"Ziakas, Gregorias D.",,,ZIA,G0a5,,1996,,Athens,,,,960-344-152-X,,,,,,,Book,,,,,
L2766,Introduction to Tantric Buddhism(An),,Dalai Lama - H. H. the 14Th,,,DL14,G0c0,Paljor Publications,1996,1996,New Delhi,1st,46,,,English,,2.99,,,,Booklet,,,,,
3066,Tantric Distinction (The),An Introduction to Tibetan Buddhism,"Hopkins,  Jeffrey",,,HOP,G0c0,Wisdom,1984,1984,London,1st,176,,861710231,English,Brief introduction to Tibetan tantra,4.95,,,,Book,22,17/05/1999,,Tibetan Buddhism - D,
4386,Ri-Me Philosophy of Jamgon Kontrul the Great (The),A study of the Buddhist Lineages of Tibet,Ringu Tulku,,,RIN,G0c0,Shambhala Publications Inc.,2006,,USA,,,,9780000000000,,,,,,,Book,,,,,
L3198,Wonders of the Natural Mind,The essence of Dzogchen in the Native Bon Tradition of Tibet.,Tenzin Wangyal Rinpoche (Geshe),,,TEN,G0c0,Snow Lion Publications,2000,2000,New York,1st,220,Dzogchen Bon.,1559391421,English,Presentation of Dzogchen teachings based on the fundamental Bon text.,12.95,,,,Book,23,02/22/2001,,Tibetan Buddhism,do
L3426,Teacher-Student Relationship (The),,Jamgon Kongtrul Lodro Taye,Garry - Ron,,JAM,G0c1,Snow Lion Publications,1999,1999,New York,,236,Teacher-student relationship China Tibet Doctrine,1559390964,,,,,,,Book,,12/01/2004,,,
3190,Principal Teachings of Buddhism (The),TSONGKAPA,Tsongkhapa,Lobsang Tarchin (Geshe),,TSO,G0c1,Motilal Banarsidass,1998,2000,Delhi,1st,209,,8120817125,English,Tsongkapa's 'Three Principal Paths' with commentary by Pabongka Rinpoche.,,,Three Principal Path,,Book,18,02/22/2001,,Tibetan works and do,
A1420,Ethics of Tibet,Bodhisattva Section of Tsong-Kha-Pa's Lam Rim Chen Mo,"Wayman, Alex",Alex Wayman,,WAY,G0h0,Sri Satguru Publications,1991,1991,Delhi,,279,six perfections tsong-kha-pa,81-7030-324-,English,Translation of part of 'Great Exposition of the Stages of the Path',,,Lam Rim Chen Mo,,Book,,,,,
L3423,Treasury of Knowledge (The),BookOne: Myriad Worlds,Jamgon Kongtrul Lodro Taye,Bokar Rinpoche,,JAM,G0c2,Snow Lion Publications,1995,2003,New York,,301,China Tibet Doctrine Cosmology,155939188x,,,,,,,Book,,12/01/2004,,,
A1607,Creative Vision (The),,"Guenther, Herbert  V.",,,GUE,G0g4,Lotsawa,1987,1987,California,,178,visualization meditation tibet,0-932156-03-,English,The symbolic recreation of the world according to the Tibetan Buddhist tradition of tantric visualization.,,,,,Book,,,,,
713,Rebirth,The Tibetan Game of Liberation,"Tatz, Mark & Kent, Jody",,,TAT,G0c5,Rider & Co.,1978,1978,London,,231,,0 09 136051,English,Based on 13th century board game,,,,,Book,,,,,
2098,Rebirth,The Tibetan Game of Liberation,"Tatz, Mark & Kent, Jody",,,TAT,G0c5,Rider & Co.,1978,1978,London,,231,,0 09 136051,English,Based on 13th century board game,,,,,Book,,,,,
1833,Debate In Tibetan Buddhism,,"Perdue, Daniel E.",,,PER,G0c6,Snow Lion Publications,1992,1992,New York,,938,,0-937938-76-,English,,,,,,Book,,,,,
A3411,Six Perfections (The),,Sonam Rinchen (Geshe),Sonam - Ruth,,SON,G0e7,Snow Lion Publication,1998,1998,New York,,158,Paramitas,1559390891,,,,,,,Book,,12/01/2004,,,
3601,Tibetan Yoga,,"Bromage, Bernard",,,BRO,G0e0,The Aquarian Press,1952,1979,Wellingbor,,244,,850301998,,,,,,,Book,,24/08/2004,,,
776,Religious Observances In Tibet,,"Ekvall, Robert B.",,,EKV,G0e0,University of Chicago Press,1964,1964,Chicago,,313,,,English,Tibetan Buddhism from an anthropological approach by an ex missionary in Tibet,,,,,Book,,,,,
A3412,Atisha's Lamp For the Path To Enlightenment,,Atisha and Sonam Rinchen (Geshe),Sonam - Ruth,,ATI,G5k9,Snow Lion Publications,1997,1997,New York,,215,Bodhipathapradipa Doctrine,1559390824,,,,,,,Book,,12/01/2004,,,
L3424,Jamgon Kongtrul's Retreat Manual,,Jamgon Kongtrul Lodro Taye,Ngawang Zangpo,,JAM,G0e3,Snow Lion Publications,1994,1994,New York,,224,Tantra,1559390298,,,,,,,Book,,12/01/2004,,,
2753,Thirty-Seven Practices of a Bodhisattva (The),In English Tibetan and Chinese,Marpa Translation Committee,,,MTC,G0e7,Marpa Translation Committee,?,,?,,139,,,English,,7.99,,,,Booklet,,,,,
L3414,37 Practices of Bodhisattvas (The),,Sonam Rinchen (Geshe),Sonam - Ruth,,SON,G0e7,Snow Lion Publications,1997,1997,New York,,112,Enlightenment,1559390689,,,,,,,Book,,12/01/2004,,,
L4310,Achieving Bodhichitta,Instructions of two great lineages combined into a unique system of eleven categories,"Tharchin, Sermey Khensur Lobsang (Geshe)",,,THA,G0e7,Mahayana Sutra and Tantra Press,1999,,Howell,1st,,,918753147,,,,,,,Book,,,,,
M3401,Machik's Complete Explanation ,Clarifying the meaning of Chod,,Harding Sarah,,HAR,G0e9,Snow Lion,,2003,Ithaca,1st,365,,1-55939-182-0,English,,,,,,,,,,,
L3593,Tibetan Yogas of Dream and Sleep (The),,Tenzin Wangyal Rinpoche (Geshe),,,TEN,G0e9,Snow Lion Publications,1998,,Ithaca,,217,Yoga (Bonpo) - Dreams-religious aspects,1559391014,,,,,,,Book,,24/08/2004,,,
L2802,Meditation Handbook (A),,Kelsang Gyatso (Geshe),,,KEL,G0f0,Tharpa Publications,,1990,London,1st,129,meditation visualisation,0 948006 12,English,Introduction to meditation with a strongly Vajrayana emphasis.,,,,,Book,,,,,
L3576,Meditation Handbook (The),A step-by-step manual providing a clear and practical guide to Buddhist meditation,Kelsang Gyatso (Geshe),,,KEL,G0f0,Tharpa Publications,1009,1995,London,3rd,147,Mahayana Meditation,948006447,,,,,,,Book,,17/08/2004,,,
1466,Aprendiendo De Los Lamas,Una Guia Practica Para la Meditacion,"McDonald, Kathleen",Basili Llorca Martinez,,MCD,G0f0,Ediciones Dharma,1987,1987,Alicante,,244,,84-86615-02-,Spanish,Translation of 'How to Meditate: A Practical Guide',,,,,Book,,,,,
326,How to Meditate,(A practial Guide),"McDonald, Kathleen",,,McD,G0f0,Wisdom Publications,1984,1984,London,,221,Mahayana Meditation posture Death Visualization compassion,0 86171 009,English,Introduction to Meditation based mainly on Mahayana Tibetan sources,,,,,Book,,,,,
2170,How to Meditate,A Practical Guide,"McDonald, Kathleen",,,MCD,G0f0,Wisdom,1984,1985,London,,221,visualisation mantra mindfulness,0 86171 009,English,A variety of Tibetan meditational  and devotional practices explained for practical application by a Western Tibetan Nun,4.95,,,,Book,,,,,
337,Treasury of Dharma,(A Tibetan Buddhist Meditation Course),Rabten (Geshe),,,RAB,G0f0,Tharpa Publications,1988,1988,London,,255,Breathing meditation posture compassion nidanas wisdom perfections,0-948006-04-,English,Introduction to Tibetan Buddhist Meditation practices,,,,,Book,,,,,
1659,Leap Like A Tiger Walk Like A Tortoise,,"Thaye, Jampa",,,THA,G0f0,Ganesha Press,1994,1994,Bristol,,54,,0-950911-5-X,English,Short talk followed by questions and answers by a disciple of Karma Thinley Rinpoche,,,,,Book,,,,,
340,Diamond Light (The),(An introduction to Tibetan Buddhist Meditations),"Willis, Janice Dean",,,WIL,G0f0,Touchstone Books (Simon & Schuster),1972,1973,New York,,124,Mudr Mantra Yantra Prostration Samatha vipasyana tantra,671-21526-4,English,Introduction to Tibetan Buddhist Meditation (Geshe Thubten Yeshe & Rabten),,,,,Book,,,,,
336,Meditative States In Tibetan Buddhism,(The Concentration and Formless Absorbtion),"Zahler, Leah (Ed)",,,ZAH,G0f0,Wsidom,1983,1983,London,,277,Mindfulness Dhyana Formlessness,0-86171-011-,English,Introduction to Tibetan Meditation practice by two lamas,,,,,Book,,,,,
1512,Journey Into Vastness,A Handbook of Tibetan Meditation Techniques,"Chogyam, Ngakpa",,,CHO,G0f2,Element Books,1988,1988,Dorset,,269,,1-85230-017-,English,,,,,,Book,,,,,
L3598,Journey Into Vastness,A Handbook of Tibetan Meditation Techniques,"Chogyam, Ngakpa",,,CHO,G0f2,Element Books,1988,,Longmead,,269,,1852300175,,,,,,,Book,,24/08/2004,,,
1414,Meditation Differently,,"Guenther, Herbert  V.",,,GUE,G0f2,Motilal Banarsidass,1992,1992,Delhi,,210,mahamudra rdzogs-chen snying-thig,81-208-0870-,English,Compares Mahamudra and the rDzogs-chen particularly the sNying-thig version,,,,,Book,,,,,
3298,Samatha Meditation,Tibetan Buddhist Teachings on Cultivating Meditative Quiescence,"Lamrimpa, Gen",Wallace - Alan B.,,LAM,G0f2,Snow Lion Publications,1992,1992,New York,,147,,1559390069,English,,,,,,Book,22,09/12/2002,,Tibetan meditation t,
3207,Boundless Healing,Meditation Exercises to Enlighten the Mind and Heal the Body,"Thondup, Tulku Rinpoche",,,THO,G0f2,Shambhala,2000,2000,Boston & L,1st,216,,1570625743,English,Simple meditation techniques to awaken healing energies in the body and mind.,,,,,Book,24,03/05/2001,,General Tibetan Budd,
L1630,Wish-Fulfilling Jewel (The),The practice of Guru Yoga according to the Longchen Nyingthig Tradition,Dilgo Khyentse (Rinpoche),Konchog Tenzin,,DIL,G0f3,Shambhala Publications,1988,1988,Boston,,108,guru,0-87773-442-,English,,,,,,Book,,,,,
1106,Commentary on Guru Yoga & Mandala Offering,,"Tharchin, Sermey Khensur Lobsang (Geshe)",,,THA,G0f3,Snow Lion Publications,1987,1987,New York,,88,mandala guru yoga,0-937938-47-,English,,,,,,Book,,,,,
751,Rainbow of Liberated Energy,Working with emotions through the colour and element symbolism of tibetan tantra,"Chogyam, Ngakpa",,,CHO,G0f5,Element Books,1986,1987,Dorset,,181,energy sky dancer chorten elements,0-906540-92-,English,The relationships between the emotions and elemental energies,5.95,,,,Book,,,,,
746,Compassion: A Tibetan Analysis,A Buddhist Monastic Textbook,"Newland, Guy",,,NEW,G0f5,Wisdom Publications,1984,1984,London,,167,,0 86171 024,English,Translation of part of 'Ornament Adorning the Throats of the Fortunate' by 16th cent. Jay-dzun Cho-gyi Gyel-tsen,,,,,Book,,,,,
1842,Compassion: A Tibetan Analysis,A Buddhist Monastic Textbook,"Newland, Guy",,,NEW,G0f5,Wisdom Publications,1984,1984,London,,167,karuna,0 86171 024,English,Based on the 16th cent. text 'Ornament Adorning the Throats of the Fortunate',,,,,Book,,,,,
L1033,Bodhicitta Vows and Lam-Rim Puja (The),,Library of Tibetan Works & Archives,Translation Bureau,,LTWA,G0g1,Library of Tibetan Works and Archives,1974,1974,Dharamsala,,59,,,English,,,,,,Book,,,,,
3606,Rites and Prayers,An FPMT Manual,"Willson, Martin (Trans & Ed)","Wills, Martinon",,WIL,G0g1,Wisdom Publications,,1985,London,1st,468,,0 86171 229 3,English,,,,,,,,,,,
1948,Eight Mahayana Fast-Day Vows (The),,"Willson, Martin (Trans & Ed)",,,WIL,G0g3,Wisdom Publications,1984,1984,London,,12,,,English,Translated from 'Nyung-na'.,,,,,Book,,,,,
777,Dagger Blessing,The Tibetan Phurpa Cult: Reflections and Materials,"Marcotty, Thomas",,,MAR,G0g4,B. R. Publishing Corporation,1987,1987,Delhi,,107,phurpa dagger ritual,81-7018-411-,English,,,,,,Book,,,,,
788,Tibetan Symbolic World (The),Psychoanalytic Explorations,"Paul, Robert A.",,,ROB,G0g4,The University of Chicago Press,1982,1982,Chicago,,347,cosmology panTheon symbols,0-226-64987-,English,Symbols in Tibetan Buddhism,,,,,Book,,,,,
770,Cult Of Tara (The),Magic and Ritual in Tibet,"Beyer, Stephan",,,BEY,G0g6,University of California Press,1973,1973,California,,542,,0-520-02192-,English,Praises and rituals concerning Tara from the Tibetan tradition,,,,,Book,,,,,
4954,Cult Of Tara (The) ,Magic and Ritual in Tibet,"Beyer, Stephan",,,BEY,G0g6,University of California Press,1973,1973,California,,542,,0-520-02192-,English,Praises and rituals concerning Tara from The Tibetan tradition,,,,,Book,,,,,
1734,Buddhist Iconography Vol I,,"Chandra, Lokesh",,,CHA,G0g6,Aditya Prakashan,1987,1988,New Delhi,,378,,81-85179-17-,English,Iconography mainly from Mongolia and Tibet,,,,,Book,,,,,
1735,Buddhist Iconography Vol II,,"Chandra, Lokesh",,,CHA,G0g6,Aditya Prakashan,1987,1988,New Delhi,,501,,81-85179-18-,English,Iconography mainly from Mongolia and Tibet,,,,,Book,,,,,
1673,Two Lamaistic Pantheons,,"Clark, Walter Eugene",,,CLA,G0g6,Paragon Book Reprint Corp.,1937,1965,New York,,314,,,English,Two collections of Chinese Buddhist art one a collection of 766 bronze sculptures The oTher a collection of 360 woodblock illustrations.,,,,,Book,,,,,
1674,Two Lamaistic Pantheons,,"Clark, Walter Eugene",,,CLA,G0g6,Paragon Book Reprint Corp.,1937,1965,New York,,314,,,English,Two collections of Chinese Buddhist art one a collection of 766 bronze sculptures The oTher a collection of 360 woodblock illustrations.,,,,,Book,,,,,
2026,Iconography Of Tibetan Lamaism (The),,"Gordon, Antoinette K.",,100,GOR,G0g6,Charles E. Tuttle,1939,1959,Rutland,,131,,,English,,,,,,Book,,,,,
1107,Manjushri,Tibetan Buddha,"Ranchan, Som.P.",,,RAN,G0g6,Ajanta,1992,1992,Delhi,,62,,81-202-0374-,English,A poem to Manjusri,,,,,Book,,,,,
L2154,Manjushri,An Exhibition of Rare Thankas,"Samten, Acarya Ngawang",,,SAM,G0g6,Cent. Ins. of Higher Tibetan Studies/,1986,,Varanassi,,52,,none,English,colour and b/w pictures with commenatries on images of the Bodhisattva Manjusri,,,,,Book,,,,,
766,Manjusri Tradition and the Zenpa Zidel (The),,Thutop Tulku & Ngawang Sonam Tenzin (Trans),Thutop Tulku,,THU,G0g6,Sakya Centre,1968,1968,Sarnath,,57,sakya,,English,Teachings of the Sakya Order (Tibetan text with English translation),,,,,Book,,,,,
1071,Manjusri Tradition and the Zenpa Zidel (The),,Thutop Tulku & Ngawang Sonam Tenzin (Trans),Thutop Tulku & N. S. Tenzin,,THU,G0g6,Sakya Centre,1968,1968,Sarnath,,57,sakya,,English,Four 'essence teachings' from the Sakya tradition,,,,,Book,,,,,
L3192,Buddhist Ethics,,Jamgon Kongtrul Lodro Taye,V.V. Kalu Rinpoche,,JAM,G0h0,Snow Lions Publications,1998,1998,New York,1st,564,,1559390662,English,Ethics in the Tibetan tradition examined under the three headings of pratimoksa bodhisattva vow and tantra.,15.5,,,,Book,23,02/22/2001,,Tibetan Buddhism,et
L3557,Buddhist Ethics,,Jamgon Kongtrul Lodro Taye,International Translation Committee,,JAM,G0h0,Snow Lion Publications,1998,1998,New York,,564,Buddhist Ethics China Tibet,1559390662,,,,,,,Book,,19/04/2004,,,
L3429,Treasury of Knowledge (The),Book Five: Buddhist Ethcs,Jamgon Kongtrul Lodro Taye,Bokar Rinpoche,,JAM,G0h0,Snow Lion Publications,1998,2003,New York,,564,Ethics China Tibet,155939191x,,,,,,,Book,,12/01/2004,,,
4328,Food of Bodhisattvas,Buddhist teachings on abstaining from meat,Shabkar Tsogdruk Rangdrol,Padmakara Translation Group,,SHA,G0h0,Shambhala,2004,,Boston,1st,,,1590301161,,,,,,,Book,,,,,
L3415,Enthronement,The recognition of the reincarnate Masters of Tibet ad the Himalayas,Jamgon Kongtrul Lodro Taye,Ngawang Zangpo,,JAM,G0j0,Snow Lion Publications,1997,1997,New York,,190,Reincarnation China Tibet,1559390832,,,,,,,Book,,12/01/2004,,,
A3427,Spacious Path To Freedom (A),Practical instructions on the union of mahamudra and atiyoga,Karma Chagme,Wallace - Alan B.,,KAR,G0f2,Snow Lion Publications,1998,1998,New York,,238,Avalokitesvara Mahamudra Dzogchen ,1559390719,,,,,,,Book,,12/01/2004,,,
A3413,Calm Abiding and Special Insight,Achieving spiritual insight transformation through meditation,"Lodro, Gedun (Geshe)",Hopkins - Jeffrey,,LOD,G0f2,Snow Lion Publications,1998,1998,New York,,334,Meditation Samatha Vipasyana China Tibet Doctrine,1559391103,,,,,,,Book,,12/01/2004,,,
1294,Preliminary Notice of the Tibetan Manuscripts in the Stein Collection,,"Barnett, L. D.",,,BAR,G0k0,Journal of the Royal Asiatic Society January 1903,1903,,,,47,,,English,,1.95,,,,off-print,,,,,
4723,Allen Freund Sein,Poesie des Erleuchtungsgeistes,Khunu Lama Tenzin Gyaltsen,Juergen Manshardt,,KHU,G0k0,Diamant Verlag,2004,2004,Munich,1st,,,3-9807572-6-9,,,,,,,Book,,,,,
L2973,Analysis of Kanjur,,"Csoma De Koros, Alexander ",,,CSO,G0k1,Sri Satguru Publications,1836,1982,Delhi,2nd,281,Kanjur abstracts tanjur life of the buddha tripitaka dulva sher-chin mdo gyut bsTod-tshogs,,English,New edition of 1836 work on the Tibetan canon,,,,,Book,23,19/12/1998,,General Works on Tex,
L998,Analysis of Kanjur,,"Csoma De Koros, Alexander ",,,CSO,G0k1,Sri Satguru Publications,1836,1982,Delhi,,281,Tibetan canon,,English,An analysis of the structure of the Kanjur a compilation of the Tibetan sacred books,,,,,Book,,,,,
4645,Sampadana Ke Siddhanta Aur Upadana,Principles of Editing and Instrumentation,"Dwivedi, V V (Prof) & Prof. N.H.Samtani, N H (Prof)",,,DWI,G0k1,Central Institute of Higher Tibetan Studies,1990,1990,Sarnath,1st,,,,,,,,,,Book,,,,,
986,Udanavarga From the Buddhist Canon,A Collection of Verses from the Buddhist Canon,"Rockhill, W. Woodville",Rockhill -W. Woodville,,ROC,G0k552,Kegan Paul Trench Trubner & Co. Ltd.,1892,1892,London,,223,dhammapada,,English,A translation of the Tibetan Dhammapada,,,,,Book,,,,,
1824,Tibetan Dhammapada,Sayings of the Buddha,"Sparham, Gareth (Trans)",,,SPA,G0k552,Wisdom Publications,1983,1986,London,,235,,0 86171 012,English,A translation of the Tibetan version of the Udanavarga,,,,,Book,,,,,
2003,Tibetan Dhammapada,,"Sparham, Gareth (Trans)",,,SPA,G0k552,Mahayana Publications,1983,1983,New Delhi,,198,,,English,A translation of the Tibetan version of the Udanavarga,,,,,Book,,,,,
1962,Sutra of the Wise and the Foolish,The Ocean of Narratives,"Frye, Stanley (Trans)",,,FRY,G0k557,Library of Tibetan Works & Archives,1981,1981,Dharamsala,,245,jataka,,English,The previous lives of the Buddha translated from Mongolian,,,,,Book,,,,,
3626,Esoteric Teachings of the Tibetan Tantra,,"Muses, C. A. (Ed)",,,MUS,G0k8,Samuel Weiser Inc.,1961,,,,305,,,,,,,,,Book,,14/09/2004,,,
L609,Esoteric Teachings of the Tibetan Tantra,,"Muses, C. A. (Ed.)",Chi - Chang Chen,,MUS,G0k8,Samuel Weiser Inc.,1961,1982,Maine,,305,,0-87728-307-,English,,,,,,Book,,,,,
L610,Esoteric Teachings of the Tibetan Tantra,,"Muses, C. A. (Ed.)",Chi - Chang Chen,,MUS,G0k8,Samuel Weiser Inc.,1961,1982,Maine,,305,,0-87728-307-,English,,,,,,Book,,,,,
635,Fundamentals of the Buddhist Tantras,,"Rje, Mkhas Grub",Ferdinand Lessing & Alex Wayman,,RJE,G0k8,Mouton,1968,1968,The Hague,,382,paramita school mantra school Yoga school Anuttara Scool,,English,Translation of 14/15th cent. work,,,,,Book,,,,,
3430,Tsongkhapa's Six Yogas Of Naropa,,Tsongkhapa,Mullin - Glenn H.,,TSO,G0k8,Snow Lion Publications,1996,1996,New York,,276,,1559390581,,,,,,,Book,,12/01/2004,,,
704,Tibetan Yoga and Secret Doctrines - Seven Books of Wisdom of the Great Path,According to the Late Lama Kazi Dawa-Samdup's English Rende,"Evans-Wentz, W. Y. (Ed)",,100,EVA,G0k9,Oxford University Press,1935,1960,London,,389,,,English,Translations of seven Tibetan texts with commentaries,,,,,Book,,,,,
3022,Madman's Middle Way (The),Reflections on reality of the Tibetan monk Gendun Chopel,"Lopez, Donald S.",,,LOP,G0k9,University of Chicago Press,2006,2006,London,1st,246,,0-226-49316-4,German,,,,,,Book,21,13/05/1999,,,
1991,Bodhipathapradipah of Acarya Dipankara Srijnana,,"Shastri, L. N. (Trans)",,,SHA,G0k9,Central Institute of Higher Tibetan Studies,1984,1984,Sarnath,,,,,Tibetan,Tibetan text with Hindi and English translations,,,,,Book,,,,,
L3250,Mountain Doctrine,Tibet's Fundamental Treatise on Other-Emptiness and the Buddha Matrix,"Sherba Gyaltsen, Dolpopo",Hopkins - Jeffrey,,SHE,G0k9,Snow Lion,2006,2006,Ithaca,1st,167,,1-55939-238-X,Swedish,,,,Vision and Transform,,Book,21,18/11/2002,,,
1360,Wishfulfilling Sun of the Mahayana Thought Training (The),Directing in the Short Cut Path to Enlightenment,"Zopa, Lama Thubten Rimpoche",,,ZOP,G0k9,Nepal Mahayana Gompa Centre,1973,,,,73,,,English,,3.5,,,,bound photocopy,,,,,
707,Essential Nectar,Meditations on the Buddhist Path,Rabten (Geshe),Martin Willson,,RAB,G0k9c,Wisdom Publications,1984,1984,London,,306,guru devotion death samsara liberation bodhicitta six perfections insight,0 86171 013,English,An explanation of the Lam rim text of Yeshe Tsondru entitled 'The Essential Nectar of the Holy Doctrine' and the text itself.,6.5,,,,Book,,,,,
903,Women Of Wisdom,,"Allione, Tsultrim",,,ALL,G0n1,Routledge & Kegan Paul,1984,1985,London,,282,,0-7102-0240-,English,The lives of six women Tibetan practitioners,,,,,Book,,,,,
3082,Reborn In the West,The story of western men and women reincarnated as Tibetan lamas,"MacKenzie, Vicki",,,MAC,G0n1,Thorsons,1995,1997,London,1st,213,,722534434,English,,6.99,,,,Book,20,13/07/1999,,Tibetan Buddhism - B,
1536,Four Lamas Of Dolpo,Auto-biographies of Four Tibetan Lamas (15th-18th centuries) -Vol 1 Introduction & Translations,"Snellgrove, D. L.",,,SNE,G0n1,Bruno Cassirer,1967,1967,London,,302,,,English,Introduction and translations from Tibetan,,,,,Book,,,,,
